artist,lfm_tags,lfm_listeners,lfm_playcount,lfm_found,tags
Shobha Gurtu,"indian classical, female vocalists, hindustani, Indian, india",4504.0,17442.0,True,
ShockOne,"Drum and bass, neurofunk, Brostep, moombahcore, dubstep",146988.0,1779585.0,True,
Shocking Blue,"classic rock, rock, 60s, 70s, dutch",577595.0,6666964.0,True,
Shockk Wayve,,10.0,17.0,True,
Shockline,"Drum and bass, electronic, liquid dnb, chillstep, All",35751.0,270819.0,True,
Shockwave,"hardcore, Straight Edge, metalcore, transformers, new school hardcore",17179.0,356477.0,True,
Shockz,,5491.0,18770.0,True,
Shoffy,"indie, rnb, pop, american, hairy chest",265515.0,2131257.0,True,
Shofu,"Pokemon, rap, swagger, tm 87, pokemon rap",17903.0,895281.0,True,
Shogo Hamada,,5047.0,71549.0,True,
Shogun,"trance, progressive trance, electronic, metalcore, hardcore",183759.0,1751693.0,True,
Shoko Nakagawa,"j-pop, japanese, pop, female vocalists, anime",149081.0,2114859.0,True,
Shola Ama,"rnb, soul, british, funk, female vocalists",123009.0,749027.0,True,
Shomu Seal,,1725.0,9019.0,True,
Shonan No Kaze,"j-pop, japanese, Hip-Hop, JPop, japan",29710.0,430877.0,True,
Shooter Kahlon,"india, Punjabi, punjab",4217.0,45475.0,True,
Shopliftas,,998.0,3540.0,True,
Shortie,"Nu Metal, alternative metal, alternative rock, post-hardcore, alternative",13306.0,151243.0,True,
Shorty Da Kid,,406.0,3464.0,True,
Shoshana Bean,"Broadway, Musical theatre, female vocalists, Wicked, musicals",28583.0,298867.0,True,
Shota Shimizu,"japanese, pop, rnb, j-pop, r&b",30763.0,356178.0,True,
Shotgun Willy,"rap, hip hop, Hip-Hop, american, my top songs",293899.0,7272942.0,True,
Shouse,"House, electronic, australia, australian, shouse",517268.0,5415067.0,True,
Shout Praises Kids,"worship, the watchman",7301.0,68928.0,True,
Show Dem Camp,"nigeria, rap, african, Hip-Hop, nigerian hip-hop",48926.0,651384.0,True,
Show Of Hands,"folk, acoustic, british folk, british, folk rock",44730.0,880848.0,True,
Showkidd,,271.0,691.0,True,
Showtek,"hardstyle, techno, jumpstyle, Hardbass, Hardtrance",457545.0,6452854.0,True,
Shoy,,11203.0,119359.0,True,
Shozzy,,1606.0,11999.0,True,
Shpongle,"psychedelic, ambient, psytrance, electronic, goa",538281.0,22534259.0,True,
Shraddha Kapoor,"Hindi, Soundtrack, actress, Indian, playback",6728.0,35303.0,True,
Shraddha Pandit,,5772.0,33972.0,True,
Shravan Sridhar,,322.0,1667.0,True,
Shredder 1984,"synthwave, darksynth, retrowave, electronic, synth",41006.0,350890.0,True,
Shreekumar Vakkiyil,"Indian, india",1567.0,10149.0,True,
Shrey Singhal,,7608.0,69976.0,True,
Shreya,"pop, electronic, rnb, Indian, trap",2697.0,22796.0,True,
Shreya Ghoshal,"bollywood, Hindi, Indian, shreya ghoshal, female vocalists",175795.0,3329648.0,True,
Shreya Jain,"india, indian indie",2772.0,13415.0,True,
Shreya Jayadeep,,174.0,608.0,True,
Shreya Raghav,,11.0,15.0,True,
Shrimp,"mathcore, experimental, cloud rap, punk, Hip-Hop",317173.0,6093532.0,True,
Shruti Haasan,"pop, rock, Indian, tamil, south indian",3288.0,20422.0,True,
Shruti Pathak,"Hindi, female vocalists, bollywood, pop, Soundtrack",15988.0,117151.0,True,
Shruti Rane,,1898.0,9705.0,True,
Shuarma (Elefantes),,1.0,1.0,True,
Shuba Music,,4268.0,23618.0,True,
Shubh,"rap, Hip-Hop, india, Indian, punjabi rap",78558.0,4228148.0,True,
Shubha Mudgal,"Indian, female vocalists, Classical, Hindi, indian classical",22085.0,113384.0,True,
Shubham Kabra,"singer songwriter, indie, india",3340.0,136103.0,True,
Shubham Shirule,,206.0,628.0,True,
Shuga Wuga,"female vocal, Hip-Hop, spanish, underground, female hip-hop",1859.0,12313.0,True,
Shuma Suzuki,,10.0,13.0,True,
Shuta Sueyoshi,"j-pop, japanese, aaa, pop, japan",14179.0,190366.0,True,
ShuuKaRen,"dance, j-pop, japanese, pop, female vocalists",1369.0,28477.0,True,
Shwabadi,"folk, rock, nerdcore, acoustic, weeb rap",15519.0,597289.0,True,
Shweta Mohan,"india, Indian, born in kerala, bollywood",6331.0,46486.0,True,
Shweta Pandit,"telugu, devotional",8413.0,52695.0,True,
Shyam CS,,0.0,0.0,False,
Shyam Dharman,,390.0,2601.0,True,
Shyam Nepali,,93.0,972.0,True,
Shygirl,"electronic, Grime, experimental, uk bass, Deconstructed Club",697293.0,35870420.0,True,
Shystie,"Grime, Hip-Hop, rap, female vocalists, UK hip-hop",63789.0,370949.0,True,
Shé,"Hip-Hop, rap, Serpy, trap",11975.0,360406.0,True,
Si Cranstoun,"rockabilly, rock n roll, easy listening, nice, swing",6969.0,76406.0,True,
SiM,"J-rock, japanese, punk rock, rock, ska",475726.0,12710275.0,True,
Sia,"female vocalists, indie, chillout, trip-hop, downtempo",4331194.0,160733601.0,True,
Siadou,,7851.0,107483.0,True,
Sian,"midtempo bass, tech house, big room techno, bass, synthwave",47574.0,279947.0,True,
Sian Evans,"Progressive House, great, beautiful, female vocalist, trip-hop",56864.0,330556.0,True,
Siavash Amini,"ambient, drone, iran, experimental, dark ambient",11622.0,154612.0,True,
Sibel Can,"turkish, pop, arabesk, sibel can, Turkish Pop",64378.0,782747.0,True,
Sibi Mathew Alex,,26.0,131.0,True,
Sibu Sukumaran,,175.0,387.0,True,
Sicarios,"Progressive House, metalcore",558.0,5160.0,True,
Sick Individuals,"House, electronic, dance, Progressive House, big room house",197965.0,1955902.0,True,
Sick Jacken,"underground hip-hop, Hip-Hop, West Coast Rap, Chicano Rap, rap",19118.0,193435.0,True,
Sick Of It All,"hardcore, nyhc, hardcore punk, punk, punk rock",307792.0,11509823.0,True,
Sick Puppies,"alternative rock, rock, hard rock, alternative, australian",1029047.0,20937897.0,True,
Sick Thoughts,"Garage Punk, Lo-Fi, garage, punk, Garage Rock",10004.0,144615.0,True,
Sickbrain,"noise, industrial, Japanoise, electronic, Avant-Garde",916.0,33912.0,True,
Sickddellz,"hardstyle, electronic, chilean, EDM",3982.0,29712.0,True,
Sickflip,"electronic, dubstep, india, Indian",11706.0,94960.0,True,
Sickick,"electronic, rap, dance, Hip-Hop, hiphop",323990.0,4859172.0,True,
Sickmode,"hardstyle, rawstyle, italian, electronic, industrial hardstyle",95750.0,3371369.0,True,
Sid,"J-rock, visual kei, japanese, jrock, sid",445914.0,10709284.0,True,
Sid Sriram,"india, ambient pop, Indian, ambient, american",66740.0,1784527.0,True,
Sidanth Sundar,,0.0,0.0,False,
Siddarth Basrur,,28.0,104.0,True,
Siddhant Bhosle,Indian,1953.0,9329.0,True,
Siddharth Amit Bhavsar,,2887.0,22412.0,True,
Siddharth Mahadevan,"bollywood, Hindi, Indian, india, male vocalists",7226.0,55945.0,True,
Siddharth Menon,All,897.0,5624.0,True,
Siddharth Slathia,,4034.0,19807.0,True,
Siddhartha Belmannu,,508.0,4449.0,True,
Siddhi Ture,,233.0,732.0,True,
Siddhu Kumar,india,9049.0,144595.0,True,
Siddiq Ansari,,86.0,127.0,True,
Side,"Hip-Hop, slovenia, Slovenija",4147.0,16665.0,True,
Sidecars,"spanish, rock, rock & roll, pop rock, All",34577.0,669041.0,True,
Sideline,"hardcore punk, bluegrass, metal, Doom, americana",2622.0,19495.0,True,
Sidezz,,8976.0,23170.0,True,
Sidharth Malhotra,"bollywood, actor",14.0,133.0,True,
Sidharth Sankar,,641.0,4637.0,True,
Sidhu Moose Wala,"hip hop, Hip-Hop, asia, Indian, desi",75494.0,3680724.0,True,
Sidiki Diabaté,"mali, kora, malian, west african, kora player",9793.0,87173.0,True,
Sidney Almeida,,1.0,1.0,True,
Sidney Charles,"House, tech house, minimal, electronic, minimal techno",60540.0,438562.0,True,
Sidney Scaccio,"Trap geek, geek",3592.0,42570.0,True,
Sidnie Tipton,,42.0,230.0,True,
Sido,"rap, Deutschrap, german, hip hop, Hip-Hop",382406.0,16198580.0,True,
Sidonie,"indie, spanish indie pop, indie pop, spanish, psychedelic",115673.0,2575406.0,True,
Siebenbürgen,"melodic black metal, black metal, Gothic Metal, swedish, Symphonic Black Metal",43739.0,1004065.0,True,
Siedah Garrett,"pop, rnb, female vocalists, soul, dance",36109.0,137352.0,True,
Sielunvihollinen,"black metal, Finnish Black Metal, raw black metal, finnish, melodic black metal",12854.0,500415.0,True,
Siempre Asi,"Sevillana, spanish, siempre asi",29710.0,298967.0,True,
Siempre Me Dejas,"acoustic, rock, alternative rock, indie rock, Alternativo",4092.0,176551.0,True,
Sierra Ferrell,"country, americana, USA, Alt-country, United States",248738.0,4732280.0,True,
Sierra Hull,"bluegrass, country, folk, female vocalists, mandolin",56155.0,647857.0,True,
Sierra Kidd,"rap, german, Hip-Hop, Deutschrap, German hip hop",41554.0,3782908.0,True,
Siesta Beats,,23454.0,67452.0,True,
Sifax,,9318.0,111747.0,True,
Sigag Lauren,,4252.0,13201.0,True,
Sigala,"dance, House, electronic, british, tropical house",767976.0,11896353.0,True,
Sigh,"black metal, Avant-garde Metal, japanese, Avant-Garde, Post-Black Metal",121724.0,4950669.0,True,
Sight of Emptiness,"Melodic Death Metal, costa rica, death metal, metalcore, costa rican",2914.0,44851.0,True,
Sighter,"electronic, progressive trance",5512.0,27317.0,True,
Sigiswald Kuijken,"baroque, violin, Classical, cello, conductor",7900.0,102355.0,True,
Sigma,"Drum and bass, liquid funk, dnb, electronic, Drum n Bass",649424.0,7975166.0,True,
Sigmar Solbach,,645.0,2052.0,True,
Sigmun,"psychedelic, blues, Psychedelic Rock, rock, indonesian",12060.0,225369.0,True,
Signature By SB,,1856.0,66718.0,True,
Signs of the Swarm,"deathcore, brutal deathcore, metal, death metal, slamming deathcore",80429.0,2954192.0,True,
Sigrid,"pop, norwegian, synthpop, electropop, electronic",649456.0,20609279.0,True,
Sik World,rap,144179.0,3545070.0,True,
Sik-Wit-It,,0.0,0.0,False,
Sikander Kahlon,"asia, hip hop, sikhi, india",3999.0,171117.0,True,
Sikdope,"poland, electronic, trap, polish, future bass",84782.0,626581.0,True,
Sikka Rymes,"reggae, dancehall",1224.0,6324.0,True,
Sikkil Gurucharan,,1433.0,10149.0,True,
Sikkil Vadivel,,0.0,0.0,False,
Silambarasan TR,tamil,9894.0,143631.0,True,
Silbermond,"german, rock, Deutschrock, pop, deutsch",330991.0,7919049.0,True,
Silence Wang,"chinese, ost, C-pop, mandopop, Asian",57446.0,1628764.0,True,
Silent Child,"trap, electronic, american, USA",114305.0,1146594.0,True,
Silent Circle,"Disco, 80s, Italo Disco, eurodisco, dance",103899.0,948157.0,True,
Silent Knights,"heavy metal, Power metal, speed metal, US MEtal",6380.0,1368157.0,True,
Silent Ocean,Lo-Fi,8379.0,42351.0,True,
Silent Path,"depressive black metal, black metal, funeral doom metal, blackened funeral doom metal, German Black Metal",811.0,13276.0,True,
Silent Poets,"trip-hop, downtempo, electronic, japanese, chillout",164016.0,1642947.0,True,
Silentjay,"jazz, Neo-Soul, funk_add_to_lidarr_batch_24",8968.0,31389.0,True,
Silience,"french, france",34184.0,151314.0,True,
Silje Nergaard,"jazz, female vocalists, norwegian, vocal jazz, jazz vocal",200407.0,2180636.0,True,
Silk Boss,funk_add_to_lidarr_batch_24,1585.0,18017.0,True,
Silk City,"pop, House, electronic, soul, dj",441477.0,4296291.0,True,
Silk Mhake,,11978.0,27526.0,True,
Silk Route,"band, folk, Indian, acoustic guitar, mohit chauhan",13509.0,127152.0,True,
Silk Sonic,"soul, funk, rnb, pop, alternative",11347.0,243719.0,True,
Silla,"Deutschrap, rap, Hip-Hop, german, Gangsta Rap",20311.0,514972.0,True,
Silly Kidz,,737.0,4266.0,True,
Siloé,"spain, pop, poprock",18738.0,487137.0,True,
Silva & Guerra,,504.0,2052.0,True,
Silva Sax,,26010.0,59367.0,True,
Silvana Estrada,"folk, mexico, singer-songwriter, chamber folk, jazz",153713.0,3616265.0,True,
Silvana Imam,"swedish, rap, Hip-Hop, hip hop, Sweden",36887.0,945217.0,True,
Silvanno Salles,"arrocha, Brega, Bahia, brazil, brazilian",55555.0,1060098.0,True,
Silver Roses,ambient,34574.0,240166.0,True,
Silverberg,,20536.0,132594.0,True,
Silverchair,"Grunge, alternative rock, rock, alternative, australian",1401601.0,34631235.0,True,
Silverstein,"post-hardcore, screamo, emo, emocore, hardcore",1149237.0,57315541.0,True,
Silvia Colloca,,22.0,47.0,True,
Silvia Infantas Y Los Condores,"folclore, cueca, spotify",14043.0,63043.0,True,
Silvia Kaufmann,"Schlager, stimmung",1411.0,4286.0,True,
Silvio Ecomo,"trance, electronic, dance, progressive trance, tribal house",13042.0,41462.0,True,
Silvio Rodríguez,"trova, cuba, cantautor, nueva trova, singer-songwriter",157398.0,6080380.0,True,
Silvio Varviso,"opera, conductor, s varviso",641.0,2930.0,True,
Sima Jones,,25764.0,123142.0,True,
Simanta Shekhar,,339.0,2250.0,True,
Simeon,"indie, swedish, singer-songwriter, scandinavian",10665.0,65609.0,True,
Simeon Oliver,,27806.0,165356.0,True,
Simhakutty,,1988.0,4017.0,True,
Simi,"nigeria, breakcore, rnb, pop, afrobeats",56544.0,496625.0,True,
Simina Grigoriu,"minimal, minimal techno, techno, electronic, Romanian",43174.0,235979.0,True,
Simon & Garfunkel,"folk, classic rock, singer-songwriter, acoustic, rock",3462407.0,110192752.0,True,
Simon Black,,96.0,351.0,True,
Simon Callow,"britain, england, actor",858.0,4317.0,True,
Simon Casey,"irish, ireland",5675.0,15490.0,True,
Simon Chalk,,0.0,0.0,False,
Simon Doty,"House, melodic techno, electronic, Canadian, Progressive House",35983.0,394403.0,True,
Simon Dunne,,2.0,2.0,True,
Simon Gibson,,371.0,1342.0,True,
Simon Helberg,"american, musicals, Californian, California, big bang theory",3378.0,15977.0,True,
Simon King,stand-up comedy,1647.0,13167.0,True,
Simon Kouskounis,,595.0,1900.0,True,
Simon Lee,,4598.0,28522.0,True,
Simon Mavin,"psychedelic, jazz, funk, soul, trip-hop",12417.0,35800.0,True,
Simon Patterson,"trance, progressive trance, uplifting trance, Tech-Trance, electronic",111785.0,1098408.0,True,
Simon Preston,"Classical, baroque, organ, organist, Orgel",18298.0,171590.0,True,
Simon Reichert,,22.0,293.0,True,
Simon Samaeng,,48967.0,212602.0,True,
Simon Superti,"swedish, hiphop, rap, Hip-Hop",10314.0,138668.0,True,
Simon Ward,,95.0,385.0,True,
Simon Webbe,"pop, rnb, british, soul, male vocalists",173018.0,1668075.0,True,
Simon Wester,"ambient, instrumental, electronic, chillout, Sweden",34698.0,317555.0,True,
Simon la Letra,"Trap chileno, mambo",17703.0,323112.0,True,
Simone,"mpb, samba, Schlager, pop, brazilian",184464.0,1721627.0,True,
Simone & Simaria,"sertanejo, Forro, female vocalists, brazil, female fronted sertanejo",212296.0,6102434.0,True,
Simone Kermes,"opera, female vocalists, Classical, female vocalist, soprano",6324.0,70676.0,True,
Simone Kopmajer,"jazz, female vocalists, female jazz contemporary, vocal jazz, piano jazz",22481.0,175171.0,True,
Simone Malafaia,,6.0,20.0,True,
Simos Papanas,,2.0,6.0,True,
Simple Minds,"new wave, 80s, rock, pop, alternative",2021954.0,28044690.0,True,
Simple Plan,"pop punk, punk rock, rock, punk, emo",2760791.0,79221340.0,True,
Simpleton,"dancehall, reggae, canada, pop punk, Pop-punk",17114.0,89967.0,True,
Simply Red,"pop, soul, 80s, british, rock",1325663.0,21406475.0,True,
Simran Choudhary,,4098.0,31555.0,True,
Sims,"Hip-Hop, underground hip-hop, Doomtree, rap, Minnesota",66573.0,1117475.0,True,
Simula,"Drum and bass, jump up, electronic, british, United Kingdom",46197.0,367197.0,True,
Simão,,10601.0,59743.0,True,
Sin Plomo,"Progressive House, House, dance, deep house",10171.0,43760.0,True,
Sina Shoaie,,33.0,51.0,True,
Sinan Akçıl,"turkish, pop, Turkish Pop, remix, turkey",20146.0,201418.0,True,
Sinduri Vishal,,1316.0,8752.0,True,
Sing n Play,,15459.0,102745.0,True,
Single,"spanish, indie pop, female vocalists, jazz, indie",29105.0,314243.0,True,
Sinithis Ipopti,,7.0,273.0,True,
Sinizter,"deathcore, hardcore, trap, phonk, trapmetal",118126.0,1327932.0,True,
Sinne Eeg,"jazz, vocal jazz, female vocalists, Scandinavian Girls, danish",30497.0,205944.0,True,
Sinoda,rap,114562.0,1148710.0,True,
Sins Of Insanity,"electronic, hardstyle, rawstyle",4328.0,45199.0,True,
Sinsinati,"spanish, pop, spain",13261.0,132565.0,True,
Sinéad Harnett,"rnb, soul, electronic, pop, british",169930.0,1624385.0,True,
Sinéad O'Connor,"female vocalists, irish, alternative, singer-songwriter, rock",1358346.0,18743978.0,True,
Sioned James,"western classical music, conductor, cymru aka wales",20.0,56.0,True,
Siouxsie and the Banshees,"post-punk, new wave, Gothic, 80s, goth",1673935.0,56521893.0,True,
Sipper,"indie pop, indie rock, Lo-Fi, USA, bedroom pop",222368.0,2763405.0,True,
Sir Adrian Boult,"conductor, Classical, orchestral, under 2000 listeners, adrian boult",9322.0,41963.0,True,
Sir Alexander Gibson,,471.0,1937.0,True,
Sir Charles Jones,"blues, Southern Soul, soul, rnb, sir charles jones - is anybody lonely",12442.0,89894.0,True,
Sir Charles Mackerras,"Classical, conductor, modern classical, czech classical, classical conductor",14395.0,73128.0,True,
Sir Chloe,"indie rock, Garage Rock, alternative, indie, american",1024561.0,25866370.0,True,
Sir Colin Davis,"Classical, conductor, UK, opera, religious",22186.0,141306.0,True,
Sir Edward Downes,Classical,416.0,1355.0,True,
Sir Frank Karikari,,1.0,8.0,True,
Sir Georg Solti,"Classical, conductor, opera, symphony, classica",20147.0,2623946.0,True,
Sir Jean,,121.0,727.0,True,
Sir JoQ,,0.0,0.0,False,
Sir John Pritchard,,1438.0,8570.0,True,
Sir Lord Baltimore,"hard rock, heavy metal, Psychedelic Rock, classic rock, 70s",59996.0,716499.0,True,
Sir Malcolm Sargent,"british, opera, conductor, sargent",5366.0,36993.0,True,
Sir Martin Walker,ambient,27558.0,193523.0,True,
Sir Neville Marriner,"Classical, conductor, opera, classic, marriner",78594.0,494329.0,True,
Sir Peanut,,11193.0,21820.0,True,
Sir Peter Pears,"vocal, Classical, p pears, tenor",1937.0,13138.0,True,
Sir Simon Rattle,"Classical, conductor, british, Avant-Garde, Soundtrack",69425.0,502414.0,True,
SirReal,"Hip-Hop, Canadian, emo, punk rock, drum & bass",1152.0,7632.0,True,
Sirah,"dance, electronic, electronica, Hip-Hop, american",19490.0,146260.0,True,
Sirenia,"Gothic Metal, symphonic metal, Female fronted metal, metal, Gothic",423116.0,16622218.0,True,
SirensCeol,"electronic, electro, complextro, House, electro house",45384.0,386311.0,True,
Sirius Trema,,2966.0,17447.0,True,
Siriusmo,"electronic, electro, minimal, german, electropop",310035.0,5582268.0,True,
Sirkazhi G. Sivachidambaram,,719.0,4181.0,True,
Sirkazhi Govindarajan,,1685.0,17378.0,True,
Sissel,"female vocalists, norwegian, Classical, opera, Ballad",107774.0,1076968.0,True,
Sissel Kyrkjebø,"norwegian, female vocalists, pop, Classical, singing sensation",18853.0,261103.0,True,
Sissy Bar,"indie pop, quirky, indie, synthpop, twee",22976.0,137043.0,True,
Sistek,"dance, electronic, latin, House, 20s",38752.0,266049.0,True,
Sister Act Original London Cast,Musical theatre,1574.0,12045.0,True,
Sister Bliss,"dance, House, electronic, progressive trance, electro",15120.0,64403.0,True,
Sister Carol,"reggae, dancehall, jamaica, dub, female reggae",19055.0,125487.0,True,
Sister Machine Gun,"industrial, industrial rock, ebm, industrial metal, electro-industrial",115816.0,1618433.0,True,
Sister Nancy,"reggae, dancehall, dub, jamaica, roots",469416.0,3567347.0,True,
Sister Sadie,"bluegrass, americana, USA, country, female",6006.0,26932.0,True,
Sister Sledge,"Disco, funk, soul, 70s, female vocalists",873855.0,7100825.0,True,
Sistine Chapel Choir,"vatican, vocal, gregorian chant, Italy, Holy See",1946.0,18551.0,True,
Sisyfuss,"alternative, alt-rock, Lo-Fi, alternative rock, bedroom pop",181597.0,2181770.0,True,
Sita Chan,"chinese, female vocalist",3851.0,45035.0,True,
Sithara Krishnakumar,"india, Indian, playback singer, Malayalam, born in Chelari",4423.0,45256.0,True,
Siuzanna,"alternative, pop, experimental, indie pop, russian language",8526.0,113099.0,True,
Sivamani,drummer,654.0,2486.0,True,
Sivanesan,,1.0,1.0,True,
Sivarni,,5473.0,52540.0,True,
Siwell,"tech house, House, electronic, techno, minimal",11071.0,40869.0,True,
Sixpence None the Richer,"pop, female vocalists, alternative, rock, christian",2285861.0,30304215.0,True,
Sixto Rein,"venezuela, Reggaeton, venezuelan",15074.0,69735.0,True,
Sixx:A.M.,"hard rock, alternative rock, rock, alternative, nikki sixx",318821.0,6995862.0,True,
Sizzla,"reggae, dancehall, ragga, jamaica, Rasta",488219.0,6213951.0,True,
Sjaak,"nederhop, Hip-Hop, dutch, hiphop, All",31427.0,343777.0,True,
Sjoerd Ensa & Emiel,,0.0,0.0,False,
Sjpringlaevend,,455.0,3755.0,True,
Ska-P,"ska, ska punk, spanish, punk, ska-punk",450364.0,19929332.0,True,
Skaldik,"ska, punk",1749.0,13415.0,True,
Skales,"afrobeats, nigeria, electronica, electronic, afrobeat",58904.0,400611.0,True,
Skan,"french, france, electronic superhighway",99430.0,1339635.0,True,
Skank,"pop rock, brazilian, rock, brasil, pop",662797.0,22609139.0,True,
Skankin' Pickle,"ska punk, ska, punk, skacore, ska-punk",90282.0,999714.0,True,
Skaparapid,"ska, spanish, ska punk, 3rd wave ska, third wave ska",8495.0,146533.0,True,
Skapes,House,3458.0,12070.0,True,
Skarlett Riot,"hard rock, alternative rock, rock, female vocalists, alternative metal",38069.0,566170.0,True,
Skarra Mucci,"reggae, dancehall, jamaica, deebuzz",31186.0,308551.0,True,
Skatune Network,"ska, ska punk, punk rock, punk, covers",38471.0,692786.0,True,
Skay Beilinson,"argentina, rock, argentinian, Rock Argentino, rock nacional",24749.0,526563.0,True,
Skazi,"psytrance, psychedelic, psychedelic trance, trance, electronic",141033.0,1589695.0,True,
Skeeter Beats,,227.0,560.0,True,
Skeets McDonald,"rockabilly, country, nice, punk rock, western swing",11226.0,51956.0,True,
Skeez,"eurodance, rap, german, dance, Drum and bass",17421.0,167048.0,True,
Skegss,"Garage Rock, surf rock, rock, australian, indie rock",233718.0,5694581.0,True,
Skeletal Family,"post-punk, Gothic Rock, deathrock, Gothic, goth",163902.0,2096467.0,True,
Skeletron,"Gabber, hardcore, Gabber-Hardcore, Gabber Hardcore",2938.0,13346.0,True,
Skelly,,4873.0,99414.0,True,
Skeme,"Hip-Hop, west coast, underground hip-hop, cali, California",56813.0,396279.0,True,
Skeng,"dancehall, dubstep, jamaican, Filthstep, filthy dubstep",41368.0,975788.0,True,
Skepta,"Grime, dubstep, Hip-Hop, UK Garage, UK",1013598.0,37597797.0,True,
Ski Aggu,"german, rap, gabberpop, pop, electronic",335276.0,13480364.0,True,
Ski Mask The Slump God,"trap, Hip-Hop, rap, hip hop, florida",1282926.0,71087587.0,True,
Skid Row,"hard rock, heavy metal, hair metal, 80s, rock",1158236.0,25001780.0,True,
Skillet,"alternative rock, christian rock, rock, alternative, christian",2169453.0,81470442.0,True,
Skillibang,,265.0,543.0,True,
Skillibeng,"dancehall, reggae, jamaican, hip hop, Hip-Hop",76578.0,1280709.0,True,
Skin,"rock, female vocalists, alternative rock, alternative, british",161201.0,2158355.0,True,
Skin On Skin,"techno, deep house, breakbeat, House, south sudan",148531.0,1698745.0,True,
Skindred,"reggae metal, rapcore, metal, reggae, alternative",625869.0,16033806.0,True,
Skinhead Black,,1.0,1.0,True,
Skinhead Rob,,114.0,593.0,True,
Skinless,"Brutal Death Metal, death metal, deathgrind, grindcore, metal",118195.0,2616863.0,True,
Skinny Atlas,"downtempo, chillout",114158.0,1302944.0,True,
Skinny Cap,,1672.0,5226.0,True,
Skinny Days,"pop, electronic, electronica",24169.0,155517.0,True,
Skinny Happy,"spanish, All",3247.0,13570.0,True,
Skinny Puppy,"industrial, electronic, ebm, experimental, industrial rock",482846.0,20821112.0,True,
SkinnyJewlz,,10937.0,211095.0,True,
Skinto,"nederhop, Grime, rap, electronic, nl grime",1876.0,19442.0,True,
Skip Marley,"reggae, soul, Hip-Hop, rap, rnb",152885.0,1030309.0,True,
Skober,"techno, minimal, minimal techno, electronic, spotify",11832.0,56841.0,True,
Skoften Sloopservice,,9349.0,42478.0,True,
Skold,"industrial, industrial rock, industrial metal, electronic, swedish",102849.0,1845835.0,True,
Skoob102,,8723.0,128323.0,True,
Skool Of Thought,"breaks, UK, breakbeat, new school breaks, nu skool breaks",18184.0,160917.0,True,
Skream,"dubstep, electronic, Grime, dub, bass",513873.0,10240483.0,True,
Skrillex,"dubstep, electronic, breakcore, electro, electronica",2920286.0,105576950.0,True,
Skrude,"Riddim, dubstep",13546.0,79738.0,True,
Skrux,"electronic, dubstep, drumstep, USA, electronic dance",74227.0,890869.0,True,
Skullcrusher,"indie pop, indie folk, folk, indie, singer-songwriter",449265.0,5029853.0,True,
Skunk Anansie,"rock, alternative rock, female vocalists, alternative, british",824319.0,15636539.0,True,
Skurken,"idm, electronic, iceland, icelandic, electronica",5269.0,60197.0,True,
Sky,"Progressive rock, instrumental, rock, Drum and bass, pop",183432.0,1621347.0,True,
Sky Bad,,4.0,9.0,True,
Sky Covington,,43.0,193.0,True,
Sky Ferreira,"pop, electropop, electronic, female vocalists, female vocalist",1369723.0,48050518.0,True,
Sky McCreery,,140358.0,1463742.0,True,
Sky Rompiendo,"UK, Reggaeton, trap, Colombia, Latin Trap",156415.0,2775443.0,True,
Skye Reedy,,690.0,2552.0,True,
Skyforger,"folk metal, pagan metal, black metal, latvian, folk",51166.0,2285261.0,True,
Skylab,"trip-hop, ambient, electronic, experimental, trance",36979.0,193101.0,True,
Skylar Grey,"pop, alternative, female vocalists, alternative rock, Holly Brook",635210.0,7933718.0,True,
Skyler Stonestreet,"pop, No Gum On Monday, meer luisteren, electronic, oh man",5864.0,36805.0,True,
Skypeace,japan,8292.0,78119.0,True,
Skytech,"trance, progressive trance, electronic, polish, Coldharbour Recordings",78923.0,446862.0,True,
Skyy,"funk, Disco, soul, 80s, 70s",88974.0,423622.0,True,
Slabdragger,"doom metal, Sludge, sludge metal, Doom, stoner",30141.0,202745.0,True,
Slack Key Master,,0.0,0.0,False,
Slack Key Tunings,,0.0,0.0,False,
Slag Boom Van Loon,"idm, ambient, electronic, downtempo, planet mu",62862.0,436376.0,True,
Slam,"techno, electronic, House, punk, minimal",166563.0,1195509.0,True,
Slank,"rock, blues, indonesian, indonesia, potlot",32252.0,1273324.0,True,
Slap It Out,"post-hardcore, indonesian",925.0,14971.0,True,
Slapshock,"rapcore, Nu Metal, alternative metal, Nu-metal, crossover",17481.0,474303.0,True,
Slash,"hard rock, rock, guitar, 80s, god",667933.0,20760095.0,True,
"Slaughter Beach, Dog","indie rock, indie, indie pop, Alt-country, americana",427077.0,19950561.0,True,
Slaughter to Prevail,"deathcore, russian, death metal, metal, brutal deathcore",258988.0,10403359.0,True,
Slava (NL),,2141.0,6573.0,True,
Slay,"Korean, las, Loann",21430.0,168688.0,True,
Slayer,"thrash metal, metal, speed metal, heavy metal, thrash",2327519.0,136479316.0,True,
Sleaford Mods,"post-punk, Crank wave, spoken word, rap punk, punk",193596.0,5305801.0,True,
Sleen Mp,,5787.0,33040.0,True,
Sleep,"doom metal, stoner metal, Stoner Rock, Sludge, stoner",447647.0,11001863.0,True,
Sleep Baby Sleep,"Sleep, instrumental, mixed-ambient-dark ambient, BABY SLEEP",43314.0,7176432.0,True,
Sleep Easy Solutions,,593.0,9638.0,True,
Sleep Miracle,nature sounds,143965.0,5948071.0,True,
